FileName;RedCells;WhiteCells;RedVariance;WhiteVariance;PercentDistribution;AvgRedcells;AvgWhitecells;Thresholdlabel;Redshadows;Redhighlights;Blueshadows;Bluehighlights;Greenshadows;Greenhighlights;Sensitivity;EdgeTreshold
C:\Users\drsel\Documents\BDP-Aflevering1\Margarit\Margarit\images\WBC02.jpg;87;2;33.43;11.95;2.3;31.15;78.40125;114;0;210;158;187;135;242;0.8;0.013
